"V1","V2","V3","V4","V5","V6","V7","V8","V9","gene","TES_end","TES_pos_num","TES_pos","TES_pos_max","TES_type"
"NC_005791.1","RefSeq","gene",853539,854363,".","+",".","gene_id MMP0862; gene_name MMP0862;","MMP0862",854563,2,"854396;854421","854396","T1"
"NC_005791.1","RefSeq","gene",854513,854989,".","+",".","gene_id MMP0863; gene_name MMP0863;","MMP0863",855189,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",854998,856164,".","+",".","gene_id MMP0864; gene_name MMP0864;","MMP0864",856364,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",856222,857625,".","-",".","gene_id MMP0865; gene_name MMP0865;","MMP0865",856022,2,"856176;856184","856184","T1"
"NC_005791.1","RefSeq","gene",857796,858683,".","-",".","gene_id MMP0866; gene_name MMP0866;","MMP0866",857596,5,"857689;857712;857723;857760;857768","857768","T1"
"NC_005791.1","RefSeq","gene",858699,859532,".","-",".","gene_id MMP0867; gene_name MMP0867;","MMP0867",858499,2,"858690;858697","858697","T1"
"NC_005791.1","RefSeq","gene",859546,860715,".","-",".","gene_id MMP0868; gene_name MMP0868;","MMP0868",859346,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",861171,861596,".","+",".","gene_id MMP0869; gene_name MMP0869;","MMP0869",861796,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",861628,862584,".","+",".","gene_id MMP0870; gene_name MMP0870;","MMP0870",862784,1,"862608","862608","T1"
"NC_005791.1","RefSeq","gene",862626,863819,".","+",".","gene_id MMP0871; gene_name MMP0871;","MMP0871",864019,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",863940,864854,".","+",".","gene_id MMP0872; gene_name MMP0872;","MMP0872",865054,2,"864871;864880","864871","T1"
"NC_005791.1","RefSeq","gene",864944,866647,".","+",".","gene_id MMP0873; gene_name MMP0873;","MMP0873",866847,1,"866828","866828","T2"
"NC_005791.1","RefSeq","gene",866661,867458,".","-",".","gene_id MMP0874; gene_name MMP0874;","MMP0874",866461,2,"866611;866621","866621","T1"
"NC_005791.1","RefSeq","gene",867911,869512,".","+",".","gene_id MMP0875; gene_name MMP0875;","MMP0875",869712,1,"869581","869581","T1"
"NC_005791.1","RefSeq","gene",869522,870580,".","-",".","gene_id MMP0876; gene_name MMP0876;","MMP0876",869322,1,"869511","869511","T1"
"NC_005791.1","RefSeq","gene",870603,871442,".","-",".","gene_id MMP0877; gene_name MMP0877;","MMP0877",870403,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",871531,871923,".","+",".","gene_id MMP0878; gene_name MMP0878;","MMP0878",872123,1,"872077","872077","T1"
"NC_005791.1","RefSeq","gene",872195,873739,".","-",".","gene_id MMP0879; gene_name MMP0879;","MMP0879",871995,2,"872164;872168","872168","T1"
"NC_005791.1","RefSeq","gene",873802,874821,".","-",".","gene_id MMP0880; gene_name MMP0880;","MMP0880",873602,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",874946,875287,".","-",".","gene_id MMP0881; gene_name MMP0881;","MMP0881",874746,1,"874919","874919","T1"
"NC_005791.1","RefSeq","gene",875462,876343,".","+",".","gene_id MMP0882; gene_name MMP0882;","MMP0882",876543,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",876371,877336,".","-",".","gene_id MMP0883; gene_name MMP0883;","MMP0883",876171,2,"876258;876268","876268","T1"
"NC_005791.1","RefSeq","gene",877367,877864,".","-",".","gene_id MMP0884; gene_name MMP0884;","MMP0884",877167,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",877974,879140,".","-",".","gene_id MMP0885; gene_name MMP0885;","MMP0885",877774,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",879295,880062,".","-",".","gene_id MMP0886; gene_name MMP0886;","MMP0886",879095,1,"879262","879262","T1"
"NC_005791.1","RefSeq","gene",880212,880514,".","-",".","gene_id MMP0887; gene_name MMP0887;","MMP0887",880012,2,"880160;880165","880165","T1"
"NC_005791.1","RefSeq","gene",880636,880962,".","-",".","gene_id MMP0888; gene_name MMP0888;","MMP0888",880436,6,"880564;880592;880599;880603;880606;880615","880606","T1"
"NC_005791.1","RefSeq","gene",880955,881593,".","-",".","gene_id MMP0889; gene_name MMP0889;","MMP0889",880755,1,"880874","880874","T1"
"NC_005791.1","RefSeq","gene",881791,884034,".","+",".","gene_id MMP0890; gene_name MMP0890;","MMP0890",884234,3,"884054;884135;884164","884164","T1"
"NC_005791.1","RefSeq","gene",884248,884823,".","+",".","gene_id MMP0891; gene_name MMP0891;","MMP0891",885023,2,"884855;884874","884855","T1"
"NC_005791.1","RefSeq","gene",884847,885395,".","-",".","gene_id MMP0892; gene_name MMP0892;","MMP0892",884647,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",885559,887160,".","+",".","gene_id MMP0893; gene_name MMP0893;","MMP0893",887360,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",887183,888115,".","+",".","gene_id MMP0894; gene_name MMP0894;","MMP0894",888315,5,"888137;888149;888175;888181;888195","888137","T1"
"NC_005791.1","RefSeq","gene",888224,888832,".","+",".","gene_id MMP0895; gene_name MMP0895;","MMP0895",889032,1,"888954","888954","T1"
"NC_005791.1","RefSeq","gene",888854,890125,".","+",".","gene_id MMP0896; gene_name MMP0896;","MMP0896",890325,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",890226,891452,".","+",".","gene_id MMP0897; gene_name MMP0897;","MMP0897",891652,1,"891504","891504","T1"
"NC_005791.1","RefSeq","gene",891545,894625,".","-",".","gene_id MMP0898; gene_name MMP0898;","MMP0898",891345,2,"891504;891507","891507","T1"
"NC_005791.1","RefSeq","gene",894927,895586,".","+",".","gene_id MMP0899; gene_name MMP0899;","MMP0899",895786,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",895596,896249,".","+",".","gene_id MMP0900; gene_name MMP0900;","MMP0900",896449,1,"896411","896411","T2"
"NC_005791.1","RefSeq","gene",896279,897316,".","-",".","gene_id MMP0901; gene_name MMP0901;","MMP0901",896079,2,"896196;896201","896196","T1"
"NC_005791.1","RefSeq","gene",897383,897775,".","-",".","gene_id MMP0902; gene_name MMP0902;","MMP0902",897183,2,"897315;897337","897337","T1"
"NC_005791.1","RefSeq","gene",897787,898014,".","-",".","gene_id MMP0903; gene_name MMP0903;","MMP0903",897587,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",898296,899204,".","-",".","gene_id MMP0904; gene_name MMP0904;","MMP0904",898096,3,"898179;898188;898246","898246","T1"
"NC_005791.1","RefSeq","gene",899384,899980,".","-",".","gene_id MMP0905; gene_name MMP0905;","MMP0905",899184,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",899977,900903,".","-",".","gene_id MMP0906; gene_name MMP0906;","MMP0906",899777,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",900933,901325,".","-",".","gene_id MMP0907; gene_name MMP0907;","MMP0907",900733,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",901511,901891,".","+",".","gene_id MMP0908; gene_name MMP0908;","MMP0908",902091,1,"902076","902076","T1"
"NC_005791.1","RefSeq","gene",901906,902388,".","+",".","gene_id MMP0909; gene_name MMP0909;","MMP0909",902588,1,"902452","902452","T1"
"NC_005791.1","RefSeq","gene",902427,902855,".","-",".","gene_id MMP0910; gene_name MMP0910;","MMP0910",902227,1,"902396","902396","T1"
"NC_005791.1","RefSeq","gene",902899,903480,".","-",".","gene_id MMP0911; gene_name MMP0911;","MMP0911",902699,1,"902878","902878","T1"
"NC_005791.1","RefSeq","gene",903556,903750,".","-",".","gene_id MMP0912; gene_name MMP0912;","MMP0912",903356,1,"903510","903510","T1"
"NC_005791.1","RefSeq","gene",903792,904169,".","-",".","gene_id MMP0913; gene_name MMP0913;","MMP0913",903592,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",904188,904895,".","-",".","gene_id MMP0914; gene_name MMP0914;","MMP0914",903988,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",904980,905588,".","+",".","gene_id MMP0915; gene_name MMP0915;","MMP0915",905788,2,"905646;905662","905662","T1"
"NC_005791.1","RefSeq","gene",905585,905833,".","+",".","gene_id MMP0916; gene_name MMP0916;","MMP0916",906033,8,"905854;905863;905882;905884;905889;905892;905895;905904","905854","T1"
"NC_005791.1","RefSeq","gene",905897,906730,".","+",".","gene_id MMP0917; gene_name MMP0917;","MMP0917",906930,6,"906792;906832;906840;906843;906851;906873","906792","T1"
"NC_005791.1","RefSeq","gene",906776,908317,".","-",".","gene_id MMP0918; gene_name MMP0918;","MMP0918",906576,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",908415,909182,".","-",".","gene_id MMP0919; gene_name MMP0919;","MMP0919",908215,1,"908338","908338","T1"
"NC_005791.1","RefSeq","gene",909214,910461,".","-",".","gene_id MMP0920; gene_name MMP0920;","MMP0920",909014,3,"909133;909181;909193","909193","T1"
"NC_005791.1","RefSeq","gene",910627,910959,".","+",".","gene_id MMP0921; gene_name MMP0921;","MMP0921",911159,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",911058,911723,".","+",".","gene_id MMP0922; gene_name MMP0922;","MMP0922",911923,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",911732,912544,".","+",".","gene_id MMP0923; gene_name MMP0923;","MMP0923",912744,2,"912682;912723","912682","T1"
"NC_005791.1","RefSeq","gene",912553,913155,".","+",".","gene_id MMP0924; gene_name MMP0924;","MMP0924",913355,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",913166,913609,".","+",".","gene_id MMP0925; gene_name MMP0925;","MMP0925",913809,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",913654,914751,".","+",".","gene_id MMP0926; gene_name MMP0926;","MMP0926",914951,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",914756,917518,".","+",".","gene_id MMP0927; gene_name MMP0927;","MMP0927",917718,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",917529,917993,".","+",".","gene_id MMP0928; gene_name MMP0928;","MMP0928",918193,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",917974,919413,".","+",".","gene_id MMP0929; gene_name MMP0929;","MMP0929",919613,1,"919458","919458","T1"
"NC_005791.1","RefSeq","gene",919439,920251,".","-",".","gene_id MMP0930; gene_name MMP0930;","MMP0930",919239,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",920322,920930,".","-",".","gene_id MMP0931; gene_name MMP0931;","MMP0931",920122,2,"920268;920275","920275","T1"
"NC_005791.1","RefSeq","gene",920951,921640,".","-",".","gene_id MMP0932; gene_name MMP0932;","MMP0932",920751,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",921656,922027,".","-",".","gene_id MMP0933; gene_name MMP0933;","MMP0933",921456,1,"921639","921639","T1"
"NC_005791.1","RefSeq","gene",922112,923158,".","-",".","gene_id MMP0934; gene_name MMP0934;","MMP0934",921912,2,"921987;922046","922046","T1"
"NC_005791.1","RefSeq","gene",923434,923931,".","+",".","gene_id MMP0935; gene_name MMP0935;","MMP0935",924131,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",923937,924773,".","+",".","gene_id MMP0936; gene_name MMP0936;","MMP0936",924973,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",924790,925536,".","+",".","gene_id MMP0937; gene_name MMP0937;","MMP0937",925736,3,"925583;925587;925591","925587","T1"
"NC_005791.1","RefSeq","gene",925590,926363,".","-",".","gene_id MMP0938; gene_name MMP0938;","MMP0938",925390,1,"925507","925507","T1"
"NC_005791.1","RefSeq","gene",926379,927056,".","-",".","gene_id MMP0939; gene_name MMP0939;","MMP0939",926179,1,"926374","926374","T1"
"NC_005791.1","RefSeq","gene",927079,927366,".","-",".","gene_id MMP0940; gene_name MMP0940;","MMP0940",926879,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",927431,928942,".","-",".","gene_id MMP0941; gene_name MMP0941;","MMP0941",927231,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",929000,929812,".","-",".","gene_id MMP0942; gene_name MMP0942;","MMP0942",928800,2,"928961;928975","928961","T1"
"NC_005791.1","RefSeq","gene",929826,930278,".","-",".","gene_id MMP0943; gene_name MMP0943;","MMP0943",929626,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",930301,931311,".","-",".","gene_id MMP0944; gene_name MMP0944;","MMP0944",930101,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",931400,933241,".","+",".","gene_id MMP0945; gene_name MMP0945;","MMP0945",933441,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",933286,934695,".","-",".","gene_id MMP0946; gene_name MMP0946;","MMP0946",933086,5,"933156;933174;933214;933225;933263","933263","T1"
"NC_005791.1","RefSeq","gene",934878,935744,".","-",".","gene_id MMP0947; gene_name MMP0947;","MMP0947",934678,2,"934819;934851","934851","T1"
"NC_005791.1","RefSeq","gene",936026,936382,".","+",".","gene_id MMP0948; gene_name MMP0948;","MMP0948",936582,5,"936422;936427;936432;936436;936440","936427","T1"
"NC_005791.1","RefSeq","gene",936440,937774,".","+",".","gene_id MMP0949; gene_name MMP0949;","MMP0949",937974,1,"937897","937897","T1"
"NC_005791.1","RefSeq","gene",937787,939217,".","+",".","gene_id MMP0950; gene_name MMP0950;","MMP0950",939417,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",939228,940148,".","+",".","gene_id MMP0951; gene_name MMP0951;","MMP0951",940348,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",940241,940636,".","-",".","gene_id MMP0952; gene_name MMP0952;","MMP0952",940041,6,"940121;940185;940191;940201;940211;940218","940211","T1"
"NC_005791.1","RefSeq","gene",940779,941531,".","-",".","gene_id MMP0953; gene_name MMP0953;","MMP0953",940579,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",941822,942295,".","-",".","gene_id MMP0954; gene_name MMP0954;","MMP0954",941622,1,"941792","941792","T1"
"NC_005791.1","RefSeq","gene",942852,943718,".","+",".","gene_id MMP0955; gene_name MMP0955;","MMP0955",943918,7,"943739;943745;943750;943867;943904;943908;943910","943739","T1"
"NC_005791.1","RefSeq","gene",943765,946236,".","+",".","gene_id MMP0956; gene_name MMP0956;","MMP0956",946436,4,"946323;946332;946334;946343","946332","T1"
"NC_005791.1","RefSeq","gene",946238,946891,".","-",".","gene_id MMP0957; gene_name MMP0957;","MMP0957",946038,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",946911,947258,".","-",".","gene_id MMP0958; gene_name MMP0958;","MMP0958",946711,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",947275,948177,".","-",".","gene_id MMP0959; gene_name MMP0959;","MMP0959",947075,1,"947236","947236","T1"
"NC_005791.1","RefSeq","gene",948263,949270,".","-",".","gene_id MMP0960; gene_name MMP0960;","MMP0960",948063,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",949611,951110,".","+",".","gene_id MMP0961; gene_name MMP0961;","MMP0961",951310,1,"951131","951131","T1"
"NC_005791.1","RefSeq","gene",951146,951361,".","+",".","gene_id MMP0962; gene_name MMP0962;","MMP0962",951561,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",951358,952077,".","+",".","gene_id MMP0963; gene_name MMP0963;","MMP0963",952277,3,"952100;952109;952136","952100","T1"
"NC_005791.1","RefSeq","gene",952202,952459,".","+",".","gene_id MMP0964; gene_name MMP0964;","MMP0964",952659,1,"952482","952482","T1"
"NC_005791.1","RefSeq","gene",952509,953087,".","-",".","gene_id MMP0965; gene_name MMP0965;","MMP0965",952309,5,"952332;952345;952467;952474;952488","952488","T1"
"NC_005791.1","RefSeq","gene",953174,953893,".","-",".","gene_id MMP0966; gene_name MMP0966;","MMP0966",952974,1,"952990","952990","T1"
"NC_005791.1","RefSeq","gene",954150,954581,".","+",".","gene_id MMP0967; gene_name MMP0967;","MMP0967",954781,1,"954739","954739","T1"
"NC_005791.1","RefSeq","gene",954600,955874,".","+",".","gene_id MMP0968; gene_name MMP0968;","MMP0968",956074,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",955908,956324,".","+",".","gene_id MMP0969; gene_name MMP0969;","MMP0969",956524,1,"956341","956341","T1"
"NC_005791.1","RefSeq","gene",956353,958074,".","+",".","gene_id MMP0970; gene_name MMP0970;","MMP0970",958274,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",958096,959445,".","+",".","gene_id MMP0971; gene_name MMP0971;","MMP0971",959645,4,"959482;959489;959499;959519","959482","T1"
"NC_005791.1","RefSeq","gene",959495,959908,".","-",".","gene_id MMP0972; gene_name MMP0972;","MMP0972",959295,1,"959483","959483","T1"
"NC_005791.1","RefSeq","gene",959986,960843,".","-",".","gene_id MMP0973; gene_name MMP0973;","MMP0973",959786,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",960830,961489,".","-",".","gene_id MMP0974; gene_name MMP0974;","MMP0974",960630,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",961541,962392,".","-",".","gene_id MMP0975; gene_name MMP0975;","MMP0975",961341,2,"961509;961519","961509","T1"
"NC_005791.1","RefSeq","gene",962612,963268,".","+",".","gene_id MMP0976; gene_name MMP0976;","MMP0976",963468,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",963269,964051,".","+",".","gene_id MMP0977; gene_name MMP0977;","MMP0977",964251,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",964056,964235,".","-",".","gene_id MMP0978; gene_name MMP0978;","MMP0978",963856,4,"963987;963994;964026;964043","964026","T1"
"NC_005791.1","RefSeq","gene",964340,964804,".","-",".","gene_id MMP0979; gene_name MMP0979;","MMP0979",964140,1,"964320","964320","T1"
"NC_005791.1","RefSeq","gene",964809,966182,".","-",".","gene_id MMP0980; gene_name MMP0980;","MMP0980",964609,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",966196,967350,".","-",".","gene_id MMP0981; gene_name MMP0981;","MMP0981",965996,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",967365,968117,".","-",".","gene_id MMP0982; gene_name MMP0982;","MMP0982",967165,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",968128,969501,".","-",".","gene_id MMP0983; gene_name MMP0983;","MMP0983",967928,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",969513,970031,".","-",".","gene_id MMP0984; gene_name MMP0984;","MMP0984",969313,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",970041,972377,".","-",".","gene_id MMP0985; gene_name MMP0985;","MMP0985",969841,1,"969998","969998","T1"
"NC_005791.1","RefSeq","gene",972543,973418,".","-",".","gene_id MMP0986; gene_name MMP0986;","MMP0986",972343,1,"972494","972494","T1"
"NC_005791.1","RefSeq","gene",973423,974226,".","-",".","gene_id MMP0987; gene_name MMP0987;","MMP0987",973223,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",974237,975124,".","-",".","gene_id MMP0988; gene_name MMP0988;","MMP0988",974037,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",975268,977262,".","-",".","gene_id MMP0989; gene_name MMP0989;","MMP0989",975068,2,"975225;975233","975233","T1"
"NC_005791.1","RefSeq","gene",977591,978355,".","+",".","gene_id MMP0990; gene_name MMP0990;","MMP0990",978555,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",978735,980321,".","+",".","gene_id MMP0991; gene_name MMP0991;","MMP0991",980521,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",980566,981087,".","+",".","gene_id MMP0992; gene_name MMP0992;","MMP0992",981287,10,"981162;981164;981207;981210;981213;981216;981219;981244;981250;981257","981162","T1"
"NC_005791.1","RefSeq","gene",981206,981406,".","-",".","gene_id MMP0993; gene_name MMP0993;","MMP0993",981006,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",981403,981744,".","-",".","gene_id MMP0994; gene_name MMP0994;","MMP0994",981203,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",981799,982230,".","-",".","gene_id MMP0995; gene_name MMP0995;","MMP0995",981599,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",982388,982651,".","-",".","gene_id MMP0996; gene_name MMP0996;","MMP0996",982188,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",982883,983239,".","-",".","gene_id MMP0997; gene_name MMP0997;","MMP0997",982683,1,"982773","982773","T1"
"NC_005791.1","RefSeq","gene",983537,984193,".","+",".","gene_id MMP0998; gene_name MMP0998;","MMP0998",984393,1,"984217","984217","T1"
"NC_005791.1","RefSeq","gene",984278,984865,".","-",".","gene_id MMP0999; gene_name MMP0999;","MMP0999",984078,3,"984183;984186;984238","984238","T1"
"NC_005791.1","RefSeq","gene",984862,985110,".","-",".","gene_id MMP1000; gene_name MMP1000;","MMP1000",984662,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",985324,986544,".","+",".","gene_id MMP1001; gene_name MMP1001;","MMP1001",986744,1,"986584","986584","T1"
"NC_005791.1","RefSeq","gene",986571,987347,".","-",".","gene_id MMP1002; gene_name MMP1002;","MMP1002",986371,2,"986436;986487","986487","T1"
"NC_005791.1","RefSeq","gene",987348,988532,".","-",".","gene_id MMP1003; gene_name MMP1003;","MMP1003",987148,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",988522,989157,".","-",".","gene_id MMP1004; gene_name MMP1004;","MMP1004",988322,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",989167,989763,".","-",".","gene_id MMP1005; gene_name MMP1005;","MMP1005",988967,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",989744,991063,".","-",".","gene_id MMP1006; gene_name MMP1006;","MMP1006",989544,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",991056,992021,".","-",".","gene_id MMP1007; gene_name MMP1007;","MMP1007",990856,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",992021,992710,".","-",".","gene_id MMP1008; gene_name MMP1008;","MMP1008",991821,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",993042,994298,".","-",".","gene_id MMP1009; gene_name MMP1009;","MMP1009",992842,2,"992870;993025","992870","T1"
"NC_005791.1","RefSeq","gene",994323,995216,".","-",".","gene_id MMP1010; gene_name MMP1010;","MMP1010",994123,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",995327,996994,".","-",".","gene_id MMP1011; gene_name MMP1011;","MMP1011",995127,1,"995294","995294","T1"
"NC_005791.1","RefSeq","gene",997149,997898,".","-",".","gene_id MMP1012; gene_name MMP1012;","MMP1012",996949,1,"997109","997109","T1"
"NC_005791.1","RefSeq","gene",998113,1001358,".","+",".","gene_id MMP1013; gene_name MMP1013;","MMP1013",1001558,2,"1001411;1001424","1001411","T1"
"NC_005791.1","RefSeq","gene",1001423,1002490,".","+",".","gene_id MMP1014; gene_name MMP1014;","MMP1014",1002690,1,"1002514","1002514","T1"
"NC_005791.1","RefSeq","gene",1002569,1002907,".","+",".","gene_id MMP1015; gene_name MMP1015;","MMP1015",1003107,6,"1003001;1003004;1003012;1003035;1003038;1003045","1003004","T1"
"NC_005791.1","RefSeq","gene",1003113,1004354,".","+",".","gene_id MMP1016; gene_name MMP1016;","MMP1016",1004554,2,"1004378;1004397","1004378","T1"
"NC_005791.1","RefSeq","gene",1004396,1005802,".","-",".","gene_id MMP1017; gene_name MMP1017;","MMP1017",1004196,1,"1004298","1004298","T1"
"NC_005791.1","RefSeq","gene",1005952,1007430,".","+",".","gene_id MMP1018; gene_name MMP1018;","MMP1018",1007630,3,"1007471;1007480;1007526","1007471","T1"
"NC_005791.1","RefSeq","gene",1007489,1008295,".","+",".","gene_id MMP1019; gene_name MMP1019;","MMP1019",1008495,1,"1008318","1008318","T1"
"NC_005791.1","RefSeq","gene",1008301,1009305,".","-",".","gene_id MMP1020; gene_name MMP1020;","MMP1020",1008101,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",1009427,1010998,".","-",".","gene_id MMP1021; gene_name MMP1021;","MMP1021",1009227,3,"1009380;1009388;1009395","1009388","T1"
"NC_005791.1","RefSeq","gene",1010991,1012157,".","-",".","gene_id MMP1022; gene_name MMP1022;","MMP1022",1010791,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",1012241,1012843,".","-",".","gene_id MMP1023; gene_name MMP1023;","MMP1023",1012041,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",1012955,1015087,".","-",".","gene_id MMP1024; gene_name MMP1024;","MMP1024",1012755,1,"1012906","1012906","T1"
"NC_005791.1","RefSeq","gene",1015100,1015603,".","-",".","gene_id MMP1025; gene_name MMP1025;","MMP1025",1014900,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",1015747,1017447,".","-",".","gene_id MMP1026; gene_name MMP1026;","MMP1026",1015547,3,"1015632;1015705;1015712","1015705","T1"
"NC_005791.1","RefSeq","gene",1018191,1018742,".","-",".","gene_id MMP1027; gene_name MMP1027;","MMP1027",1017991,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",1019501,1021543,".","+",".","gene_id MMP1028; gene_name MMP1028;","MMP1028",1021743,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",1021630,1021989,".","+",".","gene_id MMP1029; gene_name MMP1029;","MMP1029",1022189,2,"1022022;1022035","1022022","T1"
"NC_005791.1","RefSeq","gene",1022105,1022701,".","-",".","gene_id MMP1030; gene_name MMP1030;","MMP1030",1021905,5,"1021976;1021998;1022041;1022049;1022060","1022041","T1"
"NC_005791.1","RefSeq","gene",1022763,1023341,".","-",".","gene_id MMP1031; gene_name MMP1031;","MMP1031",1022563,4,"1022716;1022721;1022724;1022731","1022731","T1"
"NC_005791.1","RefSeq","gene",1023461,1025389,".","-",".","gene_id MMP1032; gene_name MMP1032;","MMP1032",1023261,2,"1023362;1023445","1023445","T1"
"NC_005791.1","RefSeq","gene",1025552,1028482,".","+",".","gene_id MMP1033; gene_name MMP1033;","MMP1033",1028682,1,"1028494","1028494","T1"
"NC_005791.1","RefSeq","gene",1028504,1029103,".","+",".","gene_id MMP1034; gene_name MMP1034;","MMP1034",1029303,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",1029175,1029588,".","+",".","gene_id MMP1035; gene_name MMP1035;","MMP1035",1029788,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",1029626,1030432,".","+",".","gene_id MMP1036; gene_name MMP1036;","MMP1036",1030632,3,"1030473;1030479;1030493","1030479","T1"
"NC_005791.1","RefSeq","gene",1030514,1030993,".","+",".","gene_id MMP1037; gene_name MMP1037;","MMP1037",1031193,1,"1031018","1031018","T1"
"NC_005791.1","RefSeq","gene",1031411,1031719,".","+",".","gene_id MMP1038; gene_name MMP1038;","MMP1038",1031919,2,"1031830;1031917","1031830","T1"
"NC_005791.1","RefSeq","gene",1031753,1033813,".","+",".","gene_id MMP1039; gene_name MMP1039;","MMP1039",1034013,1,"1033970","1033970","T1"
"NC_005791.1","RefSeq","gene",1033866,1034534,".","+",".","gene_id MMP1040; gene_name MMP1040;","MMP1040",1034734,2,"1034580;1034582","1034580","T1"
"NC_005791.1","RefSeq","gene",1034595,1035206,".","+",".","gene_id MMP1041; gene_name MMP1041;","MMP1041",1035406,2,"1035299;1035335","1035299","T1"
"NC_005791.1","RefSeq","gene",1035217,1036392,".","+",".","gene_id MMP1042; gene_name MMP1042;","MMP1042",1036592,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",1036414,1036713,".","+",".","gene_id MMP1043; gene_name MMP1043;","MMP1043",1036913,2,"1036784;1036791","1036784","T1"
"NC_005791.1","RefSeq","gene",1036729,1038489,".","+",".","gene_id MMP1044; gene_name MMP1044;","MMP1044",1038689,1,"1038503","1038503","T1"
